date,returns_austria,returns_belgium,returns_finland,returns_france,returns_germany,returns_greece,returns_ireland,returns_italy,returns_netherlands,returns_portugal,returns_spain,returns_sweden,returns_switzerland,returns_uk,,EUI
21/07/2022,0.60%,-0.37%,1.12%,0.27%,-0.27%,-0.49%,0.59%,-0.71%,1.46%,-0.95%,-0.20%,0.90%,0.84%,-0.08%,,404
22/07/2022,-0.34%,-0.56%,-1.16%,0.25%,0.05%,6.22%,0.99%,0.07%,0.06%,0.89%,0.48%,-0.02%,0.25%,0.25%,,404
23/07/2022,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.23%,-0.12%,0.00%,,404
24/07/2022,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.15%,0.05%,-0.04%,,404
25/07/2022,1.08%,0.16%,0.20%,0.33%,-0.33%,-3.78%,-0.86%,0.80%,0.28%,1.10%,0.42%,-0.28%,-0.05%,0.75%,,404
26/07/2022,-0.44%,-0.10%,-0.58%,-0.42%,-0.86%,-0.48%,-1.02%,-1.05%,-0.11%,-0.06%,-0.20%,-0.67%,0.89%,0.77%,,404
27/07/2022,1.13%,0.29%,-0.16%,0.75%,0.53%,0.64%,1.44%,1.51%,1.02%,1.94%,0.68%,0.57%,-0.75%,0.87%,,404
28/07/2022,-1.08%,0.19%,2.33%,1.29%,0.88%,1.59%,1.35%,2.08%,1.23%,0.72%,-0.49%,1.45%,1.18%,0.17%,,404
29/07/2022,2.15%,0.99%,1.18%,1.71%,1.51%,0.94%,1.79%,2.13%,0.97%,-0.61%,0.88%,2.14%,0.10%,0.75%,,404
30/07/2022,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,404
31/07/2022,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.25%,0.07%,0.11%,,404
01/08/2022,-0.40%,-1.66%,0.21%,-0.18%,-0.03%,0.93%,0.33%,0.11%,-0.17%,-0.43%,-0.88%,-0.91%,-0.26%,0.05%,,328
02/08/2022,-0.66%,-0.36%,-1.39%,-0.42%,-0.23%,0.46%,-0.62%,-0.35%,-0.33%,-0.29%,0.15%,-1.17%,-0.07%,0.06%,,328
03/08/2022,0.31%,1.73%,0.62%,0.97%,1.02%,0.61%,1.74%,1.00%,1.20%,-0.81%,0.56%,0.88%,0.25%,0.44%,,328
04/08/2022,0.94%,-0.29%,0.71%,0.64%,0.55%,-0.15%,0.77%,0.31%,-0.40%,0.10%,0.23%,1.03%,0.07%,-0.69%,,328
05/08/2022,-0.32%,-0.32%,-0.68%,-0.63%,-0.65%,-0.15%,-0.80%,-0.26%,-1.22%,0.68%,0.08%,-1.63%,-0.86%,-0.18%,,328
06/08/2022,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.24%,-0.04%,0.00%,,328
07/08/2022,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.03%,0.08%,0.00%,,328
08/08/2022,0.64%,0.95%,0.77%,0.80%,0.83%,-1.08%,1.00%,0.62%,0.71%,1.34%,1.27%,1.31%,0.88%,0.52%,,328
09/08/2022,-0.73%,0.33%,-0.68%,-0.53%,-1.12%,0.46%,-1.55%,-1.06%,-1.51%,1.33%,0.48%,-1.83%,-0.32%,-0.13%,,328
10/08/2022,1.31%,0.70%,1.60%,0.51%,1.22%,-1.87%,2.10%,0.95%,1.02%,-0.50%,0.49%,2.17%,0.55%,0.52%,,328
11/08/2022,0.87%,0.05%,0.45%,0.32%,-0.05%,1.72%,0.16%,0.68%,0.21%,0.47%,0.33%,-0.38%,-0.11%,-0.90%,,328
12/08/2022,-0.02%,0.11%,-0.12%,0.14%,0.74%,0.00%,2.67%,0.49%,0.00%,-1.15%,0.24%,-0.35%,0.32%,0.59%,,328
13/08/2022,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,328
14/08/2022,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.04%,0.06%,-0.03%,,328
15/08/2022,-0.09%,0.57%,-0.29%,0.25%,0.15%,0.31%,0.92%,0.00%,0.43%,0.43%,0.32%,-0.14%,0.87%,0.42%,,328
16/08/2022,0.55%,-0.19%,1.04%,0.34%,0.67%,0.00%,0.34%,0.12%,-0.11%,0.66%,1.00%,0.96%,-0.87%,0.62%,,328
17/08/2022,-1.89%,-0.99%,-1.76%,-0.98%,-2.06%,0.31%,-1.28%,-1.05%,-0.69%,0.53%,-0.91%,-1.74%,-0.25%,-0.78%,,328
18/08/2022,0.04%,-0.43%,0.87%,0.44%,0.52%,2.28%,0.02%,1.00%,0.38%,0.01%,-0.05%,0.66%,0.65%,0.28%,,328
19/08/2022,-1.05%,-0.91%,-0.66%,-0.94%,-1.12%,0.60%,-0.67%,-1.98%,-0.88%,-0.10%,-1.10%,-1.03%,0.17%,-0.29%,,328
20/08/2022,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.07%,0.00%,0.00%,,328
21/08/2022,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.08%,0.06%,-0.02%,,328
22/08/2022,-1.96%,-0.88%,-1.28%,-1.82%,-2.35%,1.04%,-1.64%,-1.65%,-1.19%,0.09%,-0.64%,-2.21%,-0.28%,0.30%,,328
23/08/2022,1.04%,-0.89%,0.27%,-0.26%,-0.28%,0.15%,0.11%,0.96%,-0.02%,-0.04%,-0.71%,-0.04%,-1.66%,-0.34%,,328
24/08/2022,0.50%,0.78%,0.05%,0.39%,0.20%,0.00%,0.17%,0.23%,0.41%,-0.25%,-0.33%,0.06%,0.52%,-0.57%,,328
25/08/2022,-0.37%,-0.01%,0.36%,-0.08%,0.39%,-0.89%,0.91%,0.10%,0.62%,-0.11%,-0.15%,0.36%,0.71%,0.35%,,328
26/08/2022,-1.34%,-1.85%,-1.20%,-1.70%,-2.29%,0.89%,-2.07%,-2.52%,-1.85%,-0.65%,-1.52%,-2.34%,-1.30%,-1.36%,,328
27/08/2022,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.61%,-0.01%,0.00%,,328
28/08/2022,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.59%,0.03%,-0.12%,,328
29/08/2022,-1.16%,-0.59%,-0.89%,-0.83%,-0.61%,-0.15%,-0.55%,-0.24%,-0.96%,-1.49%,-0.93%,-1.07%,-1.00%,-0.48%,,328
30/08/2022,-0.88%,-0.35%,0.04%,-0.19%,0.53%,-4.08%,-0.15%,-0.08%,-1.16%,-1.51%,-0.12%,-0.20%,-0.94%,-1.56%,,328
31/08/2022,0.30%,-1.21%,-0.02%,-1.38%,-0.98%,0.15%,0.53%,-1.23%,-1.46%,-0.42%,-1.18%,-1.34%,-0.94%,-1.73%,,328
01/09/2022,-3.09%,-1.48%,-2.52%,-1.49%,-1.61%,0.00%,-2.78%,-1.20%,-1.98%,-0.56%,-1.02%,-2.54%,-1.14%,-1.45%,,397
02/09/2022,2.84%,2.29%,1.86%,2.18%,3.27%,-2.81%,2.16%,2.86%,1.73%,0.71%,1.60%,2.71%,2.17%,1.50%,,397
03/09/2022,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.01%,0.00%,0.00%,,397
04/09/2022,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.08%,0.18%,0.13%,,397
05/09/2022,-1.42%,-1.31%,-1.75%,-1.21%,-2.24%,-1.27%,-2.18%,-2.03%,-0.66%,0.00%,-0.88%,-1.31%,-0.60%,0.46%,,397
06/09/2022,-0.21%,0.14%,0.06%,0.19%,0.86%,-4.09%,1.05%,0.00%,0.17%,-0.63%,-0.26%,0.53%,0.08%,0.25%,,397
07/09/2022,2.09%,0.12%,0.43%,0.02%,0.35%,1.49%,0.34%,0.04%,-0.59%,-0.48%,0.17%,-0.33%,-0.49%,-1.78%,,397
08/09/2022,1.17%,1.28%,0.19%,0.33%,-0.09%,-1.49%,0.42%,0.88%,0.47%,0.47%,0.77%,0.43%,0.57%,0.19%,,397
09/09/2022,0.75%,1.10%,1.59%,1.40%,1.41%,0.17%,1.91%,1.91%,1.70%,0.34%,1.46%,1.81%,1.40%,0.55%,,397
10/09/2022,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.02%,0.00%,,397
11/09/2022,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.07%,-0.06%,0.92%,,397
12/09/2022,2.41%,1.60%,1.52%,1.93%,2.37%,0.50%,1.94%,2.30%,1.58%,1.57%,1.99%,2.49%,0.98%,1.67%,,397
13/09/2022,-1.24%,-2.25%,-1.48%,-1.40%,-1.60%,0.00%,-2.28%,-1.36%,-1.83%,-0.91%,-1.60%,-2.35%,-0.22%,-1.27%,,397
14/09/2022,-0.97%,-0.92%,-1.27%,-0.37%,-1.23%,1.48%,-1.90%,0.49%,-0.49%,-0.85%,-0.10%,-1.21%,-1.44%,-1.17%,,397
15/09/2022,-0.28%,-0.05%,0.16%,-1.04%,-0.55%,0.49%,0.69%,-0.21%,-0.90%,-1.02%,0.37%,-0.78%,-0.10%,-0.80%,,397
16/09/2022,-1.51%,-0.34%,-0.94%,-1.32%,-1.68%,0.49%,-2.23%,-1.15%,-1.48%,-1.17%,-1.25%,-1.91%,-1.73%,-1.16%,,397
17/09/2022,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.68%,-0.01%,0.00%,,397
18/09/2022,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.60%,-0.02%,0.03%,,397
19/09/2022,0.34%,-0.27%,-0.85%,-0.26%,0.49%,0.32%,0.81%,0.14%,0.09%,-0.11%,0.11%,-0.57%,-0.08%,0.02%,,397
20/09/2022,-1.85%,-0.92%,-1.57%,-1.36%,-1.04%,-2.12%,-1.62%,-1.67%,-0.58%,-1.15%,-1.51%,-1.73%,-0.72%,-0.57%,,397
21/09/2022,0.01%,0.24%,1.18%,0.86%,0.76%,1.31%,0.20%,1.20%,1.23%,0.20%,-0.01%,0.77%,0.53%,0.93%,,397
22/09/2022,-1.32%,-1.68%,-1.51%,-1.89%,-1.86%,-0.16%,-1.78%,-1.08%,-1.87%,-1.84%,-1.25%,-2.03%,-2.17%,-1.09%,,397
23/09/2022,-3.66%,-2.26%,-1.94%,-2.31%,-1.99%,-0.98%,-2.72%,-3.42%,-2.80%,-3.42%,-2.49%,-1.59%,-0.67%,-4.24%,,397
24/09/2022,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.04%,0.02%,0.00%,,397
25/09/2022,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.01%,-0.02%,-0.40%,,397
26/09/2022,-0.38%,-0.94%,-0.51%,-0.24%,-0.46%,-2.16%,-0.62%,0.66%,0.18%,-1.31%,-0.99%,0.12%,-0.96%,0.45%,,397
27/09/2022,-0.33%,0.05%,0.34%,-0.27%,-0.72%,-0.67%,0.20%,-1.17%,0.36%,0.52%,-0.84%,0.90%,0.84%,-0.67%,,397
28/09/2022,-0.56%,-0.10%,0.39%,0.19%,0.36%,-0.17%,-0.51%,-0.52%,-0.25%,-1.09%,-0.05%,0.56%,1.19%,0.14%,,397
29/09/2022,-1.85%,-1.87%,-2.26%,-1.54%,-1.72%,-0.17%,-3.37%,-2.43%,-1.18%,-1.74%,-1.93%,-2.89%,-1.89%,0.00%,,397
30/09/2022,1.67%,1.35%,1.84%,1.49%,1.15%,-0.51%,2.23%,1.44%,1.11%,0.20%,0.91%,2.60%,0.47%,0.46%,,397
01/10/2022,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.17%,0.00%,0.00%,,419
02/10/2022,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.16%,0.19%,-0.16%,,419
03/10/2022,0.97%,0.14%,1.51%,0.55%,0.78%,1.69%,0.45%,1.56%,0.81%,1.78%,1.28%,1.08%,-0.87%,1.54%,,419
04/10/2022,3.48%,3.03%,3.07%,4.15%,3.71%,4.91%,5.46%,3.37%,3.62%,2.36%,3.10%,3.66%,2.74%,2.03%,,419
05/10/2022,-0.61%,-0.93%,-1.35%,-0.90%,-1.22%,-4.08%,-2.21%,-1.53%,-0.77%,-1.50%,-1.53%,-1.45%,-0.61%,-0.62%,,419
06/10/2022,-0.39%,-0.34%,-0.66%,-0.82%,-0.37%,-0.67%,-0.24%,-1.04%,-0.46%,-0.68%,-0.91%,-0.73%,-0.47%,-1.23%,,419
07/10/2022,-1.10%,-2.02%,-2.05%,-1.18%,-1.60%,0.50%,-2.02%,-1.14%,-2.18%,-0.98%,-0.99%,-2.42%,-0.77%,-0.21%,,419
08/10/2022,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.54%,0.00%,0.00%,,419
09/10/2022,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.49%,0.08%,-0.13%,,419
10/10/2022,-0.31%,-0.08%,-0.13%,-0.45%,0.00%,-0.50%,1.01%,0.05%,-0.92%,-0.78%,-0.32%,-0.60%,-0.69%,-0.17%,,419
11/10/2022,-1.03%,-0.54%,0.04%,-0.13%,-0.43%,-1.35%,-0.87%,-0.87%,-0.77%,-0.46%,-0.78%,-0.72%,-0.24%,-1.95%,,419
12/10/2022,-1.28%,-0.95%,-0.28%,-0.25%,-0.39%,1.01%,-1.24%,-1.28%,-0.81%,-1.88%,-1.30%,0.30%,-0.14%,0.31%,,419
13/10/2022,2.16%,0.99%,0.77%,1.04%,1.49%,-1.52%,1.84%,1.55%,0.29%,1.22%,1.20%,1.23%,-0.76%,1.48%,,419
14/10/2022,0.25%,1.20%,1.45%,0.89%,0.66%,0.00%,1.67%,0.70%,-0.38%,1.62%,0.46%,0.79%,1.12%,-0.47%,,419
15/10/2022,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,419
16/10/2022,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.03%,0.36%,,419
17/10/2022,1.44%,1.96%,1.99%,1.82%,1.68%,2.86%,2.43%,1.84%,1.63%,1.60%,2.34%,2.23%,1.36%,0.82%,,419
18/10/2022,0.25%,0.86%,0.67%,0.44%,0.92%,-0.50%,0.46%,0.93%,0.24%,-0.48%,0.71%,1.93%,0.75%,-0.05%,,419
19/10/2022,-0.49%,-1.22%,-0.65%,-0.43%,-0.19%,0.66%,-1.12%,-0.22%,0.45%,0.49%,-0.36%,-0.99%,-1.03%,-0.34%,,419
20/10/2022,0.45%,-0.03%,-0.93%,0.76%,0.20%,0.00%,0.80%,1.07%,1.03%,0.74%,0.80%,-1.64%,-0.15%,0.20%,,419
21/10/2022,-0.74%,0.22%,0.00%,-0.85%,-0.29%,1.32%,-1.54%,-0.62%,0.06%,0.46%,-1.30%,-0.31%,-0.71%,0.26%,,419
22/10/2022,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.11%,-0.03%,0.00%,,419
23/10/2022,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.03%,0.05%,0.40%,,419
24/10/2022,1.62%,1.34%,0.97%,1.58%,1.56%,-0.16%,1.56%,1.91%,0.17%,1.29%,1.77%,2.28%,1.22%,0.04%,,419
25/10/2022,1.51%,1.28%,0.88%,1.93%,0.94%,1.62%,2.77%,1.39%,1.92%,1.58%,1.48%,2.14%,1.36%,0.57%,,419
26/10/2022,0.00%,-0.19%,1.10%,0.41%,1.09%,-0.97%,0.26%,0.45%,-0.09%,0.72%,0.97%,0.15%,0.12%,0.85%,,419
27/10/2022,0.84%,-0.18%,-0.41%,-0.52%,0.12%,-0.16%,-0.78%,0.89%,0.56%,-0.30%,0.64%,0.09%,-0.35%,0.87%,,419
28/10/2022,1.55%,0.74%,-1.04%,0.46%,0.24%,0.16%,0.62%,-0.27%,-0.28%,-0.32%,-0.06%,0.43%,0.06%,0.08%,,419
29/10/2022,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,419
30/10/2022,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.12%,0.09%,-0.07%,,419
31/10/2022,0.15%,0.39%,0.04%,-0.10%,0.08%,0.00%,0.75%,0.54%,0.46%,1.07%,0.50%,-0.15%,0.68%,0.25%,,419
01/11/2022,0.42%,0.62%,0.87%,0.98%,0.64%,-0.16%,0.15%,0.63%,0.40%,1.90%,0.53%,0.55%,-0.17%,1.54%,,357
02/11/2022,0.75%,-1.01%,-0.58%,-0.82%,-0.62%,1.62%,-0.60%,0.03%,-0.91%,-1.62%,-0.38%,0.00%,0.52%,-0.88%,,357
03/11/2022,-0.70%,-0.59%,-0.70%,-0.54%,-0.96%,0.64%,-0.90%,-0.43%,-0.91%,0.09%,-1.26%,-1.02%,-1.23%,-0.57%,,357
04/11/2022,4.66%,1.96%,2.81%,2.74%,2.48%,-0.80%,1.41%,2.51%,1.61%,-0.07%,0.93%,1.75%,0.10%,1.49%,,357
05/11/2022,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.77%,0.69%,0.00%,,357
06/11/2022,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.10%,-0.24%,0.09%,,357
07/11/2022,1.55%,0.38%,1.04%,0.00%,0.55%,-0.16%,1.87%,0.90%,0.62%,0.53%,0.25%,0.45%,-0.47%,0.28%,,357
08/11/2022,0.60%,0.40%,0.85%,0.39%,1.14%,1.12%,-0.01%,0.85%,1.16%,0.09%,0.46%,1.66%,0.55%,-0.23%,,357
09/11/2022,-0.43%,-0.65%,0.12%,-0.17%,-0.16%,-0.32%,-0.98%,0.36%,-0.98%,0.34%,0.52%,-0.74%,1.41%,-1.14%,,357
10/11/2022,1.04%,1.78%,1.28%,1.94%,3.45%,0.95%,3.37%,2.55%,3.40%,0.79%,1.15%,4.41%,2.15%,2.24%,,357
11/11/2022,0.80%,-0.24%,0.24%,0.57%,0.56%,0.16%,0.57%,0.25%,0.32%,-1.68%,0.00%,0.69%,0.80%,-1.54%,,357
12/11/2022,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.03%,-0.01%,0.00%,,357
13/11/2022,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.15%,0.27%,,357
14/11/2022,0.06%,0.24%,0.22%,0.22%,0.62%,-1.59%,-1.27%,0.57%,0.53%,0.70%,0.41%,-0.85%,-1.00%,0.61%,,357
15/11/2022,0.58%,-0.13%,-0.11%,0.49%,0.45%,0.48%,0.68%,0.42%,1.37%,0.66%,0.27%,-0.53%,-0.09%,0.55%,,357
16/11/2022,-1.16%,-1.48%,-0.58%,-0.52%,-1.01%,0.79%,-1.70%,-0.69%,-1.03%,-0.35%,-1.07%,-1.68%,-1.31%,-0.35%,,357
17/11/2022,-0.37%,-0.37%,-1.07%,-0.47%,0.23%,-2.08%,-0.77%,-0.78%,-0.10%,-1.03%,-0.75%,-1.20%,-0.75%,-0.22%,,357
18/11/2022,1.57%,1.44%,1.04%,1.03%,1.15%,-0.81%,1.64%,1.37%,0.59%,0.48%,1.08%,1.04%,1.17%,0.99%,,357
19/11/2022,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.01%,0.00%,,357
20/11/2022,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.13%,0.24%,0.05%,,357
21/11/2022,-0.47%,-0.22%,-0.38%,-0.15%,-0.36%,0.97%,0.16%,-1.30%,-0.31%,0.00%,0.74%,0.03%,0.66%,0.23%,,357
22/11/2022,1.23%,0.20%,0.65%,0.35%,0.29%,-0.65%,0.34%,0.96%,0.83%,1.39%,1.65%,0.72%,0.06%,0.93%,,357
23/11/2022,-0.12%,0.11%,0.40%,0.32%,0.04%,-2.63%,1.06%,-0.04%,0.71%,0.41%,0.07%,1.49%,0.21%,0.66%,,357
24/11/2022,0.32%,1.26%,0.40%,0.42%,0.77%,1.00%,0.13%,0.61%,0.18%,0.16%,0.68%,0.31%,0.39%,0.42%,,357
25/11/2022,0.34%,0.17%,0.10%,0.08%,0.01%,1.31%,-0.48%,-0.05%,0.03%,-0.04%,0.34%,0.22%,-0.10%,0.02%,,357
26/11/2022,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.01%,0.00%,,357
27/11/2022,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.03%,0.19%,0.17%,,357
28/11/2022,-1.81%,-0.70%,-1.35%,-0.71%,-1.09%,0.49%,-0.63%,-1.13%,-0.34%,-1.01%,-1.12%,-1.61%,0.00%,-0.73%,,357
29/11/2022,0.50%,-0.62%,0.80%,0.06%,-0.19%,-0.16%,-0.07%,0.10%,-0.39%,0.20%,-0.01%,-0.43%,-1.15%,0.56%,,357
30/11/2022,0.21%,0.70%,0.64%,1.04%,0.29%,-0.33%,0.09%,0.59%,0.88%,0.55%,0.49%,0.64%,0.63%,0.96%,,357
01/12/2022,-0.58%,0.35%,1.18%,0.23%,0.65%,-0.98%,0.36%,0.31%,1.05%,1.09%,0.53%,1.79%,0.75%,0.30%,,280
02/12/2022,-0.16%,1.51%,0.43%,-0.17%,0.27%,1.95%,-0.01%,-0.26%,-0.10%,-1.20%,-0.30%,-0.11%,-0.56%,0.22%,,280
03/12/2022,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.07%,0.00%,,280
04/12/2022,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.02%,-0.01%,-0.11%,,280
05/12/2022,0.13%,-0.54%,0.02%,-0.67%,-0.56%,0.00%,-0.30%,-0.30%,-0.54%,0.15%,-0.15%,0.09%,-0.22%,-0.26%,,280
06/12/2022,-0.64%,-0.07%,0.00%,-0.14%,-0.73%,0.00%,-0.72%,-1.16%,-0.47%,-0.22%,-0.46%,-0.51%,-0.45%,-0.83%,,280
07/12/2022,-0.94%,-0.66%,-1.61%,-0.41%,-0.57%,-0.97%,-0.27%,-0.10%,-0.74%,-0.91%,-0.50%,-1.81%,-1.15%,-0.21%,,280
08/12/2022,-0.03%,-0.38%,-0.26%,-0.20%,0.02%,0.00%,-0.40%,-0.14%,0.21%,-0.94%,-0.79%,0.26%,0.01%,-0.45%,,280
09/12/2022,0.19%,0.78%,1.38%,0.46%,0.74%,2.41%,1.10%,0.29%,0.60%,0.11%,0.78%,1.35%,0.87%,0.37%,,280
10/12/2022,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.07%,-0.03%,0.00%,,280
11/12/2022,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.03%,0.16%,0.05%,,280
12/12/2022,-0.98%,-0.68%,-1.12%,-0.41%,-0.45%,2.51%,-0.83%,0.11%,-0.48%,0.32%,-0.37%,-0.44%,-0.58%,-0.34%,,280
13/12/2022,0.43%,1.44%,0.72%,1.41%,1.33%,0.77%,1.03%,1.36%,1.69%,0.39%,0.83%,1.73%,0.86%,0.65%,,280
14/12/2022,-0.26%,0.15%,0.07%,-0.21%,-0.26%,1.98%,-0.03%,-0.26%,-0.28%,-0.10%,0.39%,-0.04%,0.26%,-0.05%,,280
15/12/2022,-1.96%,-1.11%,-2.28%,-3.14%,-3.33%,-1.98%,-2.53%,-3.51%,-3.24%,-0.96%,-1.71%,-4.19%,-2.56%,-2.43%,,280
16/12/2022,-0.66%,-1.52%,-1.37%,-1.08%,-0.67%,-3.28%,0.03%,-0.16%,-1.08%,-0.74%,-1.30%,-1.78%,-1.72%,-1.28%,,280
17/12/2022,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.01%,0.53%,0.00%,,280
18/12/2022,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.04%,-0.07%,0.27%,,280
19/12/2022,0.25%,0.36%,0.84%,0.32%,0.36%,-1.93%,0.72%,-0.02%,0.10%,0.28%,0.30%,0.04%,0.40%,0.08%,,280
20/12/2022,-0.18%,0.00%,0.46%,-0.35%,-0.42%,-0.16%,-0.40%,0.14%,-0.50%,0.57%,0.59%,-0.93%,-0.93%,0.31%,,280
21/12/2022,1.88%,1.88%,0.91%,1.99%,1.52%,-1.47%,1.95%,1.65%,1.75%,0.48%,1.42%,1.51%,1.86%,0.93%,,280
22/12/2022,-0.05%,-0.48%,-0.49%,-0.95%,-1.31%,1.15%,-0.87%,-1.25%,-1.30%,-0.03%,-0.36%,-1.44%,-1.08%,-0.62%,,280
23/12/2022,0.68%,0.07%,0.22%,-0.20%,0.19%,-0.82%,-0.03%,0.27%,0.09%,0.31%,-0.04%,-0.25%,-0.33%,-0.46%,,280
24/12/2022,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.01%,0.00%,,280
25/12/2022,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.09%,0.18%,0.54%,,280
26/12/2022,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.07%,-0.01%,-0.04%,,280
27/12/2022,0.17%,-0.22%,0.08%,0.70%,0.39%,-0.82%,0.00%,-0.09%,0.00%,-0.42%,0.01%,0.84%,0.61%,-0.43%,,280
28/12/2022,-0.69%,-0.25%,-0.54%,-0.62%,-0.50%,0.00%,-0.23%,-0.36%,-0.89%,-0.46%,-0.14%,-0.51%,0.00%,0.42%,,280
29/12/2022,0.44%,1.00%,0.59%,0.96%,1.04%,1.15%,0.18%,1.20%,0.88%,1.17%,0.72%,0.82%,0.64%,0.12%,,280
30/12/2022,-0.33%,-1.20%,-1.27%,-1.53%,-1.06%,0.00%,-0.96%,-1.47%,-1.73%,-1.24%,-1.08%,-1.64%,-2.21%,-1.46%,,280
